content_a,content_q,major,minor,recommend,view_count,content
"안 됩니다. 지방법원 합의부에서 심판할 것으로 합의부가 결정한 사건은 제1심으로 심판할 수 있으므로, 지방법원 합의부에서 2심을 다시 받을 수는 없습니다.◇ 사물관할☞ 사물관할이란 제1심 소송사건에서 지방법원 단독판사와 지방법원 합의부 사이에서 사건의 경중을 따져 재판권의 분담관계를 정해 놓은 것을 말합니다.더보기","저는 죄를 범하지 않았는데도, 그와 같은 사건에 해당하는 죄를 범한 다른 피고인들과 함께 공소가 제기되는 바람에 지방법원 합의부와 고등법원에서 심판을 받았으므로 지방법원 본원합의부에서 항소심 심판을 다시 받고 싶습니다. 가능한가요?",나홀로민사소송,관할,1604,5149,"저는 죄를 범하지 않았는데도, 그와 같은 사건에 해당하는 죄를 범한 다른 피고인들과 함께 공소가 제기되는 바람에 지방법원 합의부와 고등법원에서 심판을 받았으므로 지방법원 본원합의부에서 항소심 심판을 다시 받고 싶습니다. 가능한가요? / 안 됩니다. 지방법원 합의부에서 심판할 것으로 합의부가 결정한 사건은 제1심으로 심판할 수 있으므로, 지방법원 합의부에서 2심을 다시 받을 수는 없습니다.◇ 사물관할☞ 사물관할이란 제1심 소송사건에서 지방법원 단독판사와 지방법원 합의부 사이에서 사건의 경중을 따져 재판권의 분담관계를 정해 놓은 것을 말합니다.더보기"
"노숙인 등의 고용을 지원하고 촉진하기 위해 직업지도사업, 고용촉진사업, 공공일자리사업, 그 밖의 노숙인 등의 고용을 위한 사업 및 조치와 같은 다양한 자활지원사업 및 조치가 실시되고 있습니다.◇ 고용지원 및 자활지원사업 내용☞ 보건복지부장관, 관계 중앙행정기관의 장, 시·도지사 및 시장·군수·구청장은 다음의 사업 및 조치를 할 수 있습니다.· 직업지도사업: 노숙인 등이 능력 및 적성에 맞는 직업을 가질 수 있도록 직업상담, 직업적성검사 및 직업지도를 하는 사업더보기","노숙생활에서 벗어나 일자리를 갖고 싶지만, 어떻게 해야 할지 모르겠습니다. 이런 경우 받을 수 있는 도움이 있나요?",노숙인 복지,고용지원,798,2637,"노숙생활에서 벗어나 일자리를 갖고 싶지만, 어떻게 해야 할지 모르겠습니다. 이런 경우 받을 수 있는 도움이 있나요? / 노숙인 등의 고용을 지원하고 촉진하기 위해 직업지도사업, 고용촉진사업, 공공일자리사업, 그 밖의 노숙인 등의 고용을 위한 사업 및 조치와 같은 다양한 자활지원사업 및 조치가 실시되고 있습니다.◇ 고용지원 및 자활지원사업 내용☞ 보건복지부장관, 관계 중앙행정기관의 장, 시·도지사 및 시장·군수·구청장은 다음의 사업 및 조치를 할 수 있습니다.· 직업지도사업: 노숙인 등이 능력 및 적성에 맞는 직업을 가질 수 있도록 직업상담, 직업적성검사 및 직업지도를 하는 사업더보기"
"노숙인 의료급여의 수급권자는 노숙인진료시설로 지정된 의료급여기관을 이용할 수 있습니다.◇ 노숙인진료시설이란?☞ 노숙인진료시설이란 노숙인 등에게 필요한 의료서비스를 제공하기 위해 국가와 지방자치단체가 설치·운영하는 시설이나 국공립병원, 보건소 또는 민간의료기관 중 노숙인진료시설로 지정한 기관을 말합니다.☞ 노숙인진료시설은 해당 지역 노숙인의 발생 실태, 노숙인의 건강 및 질병 상태 등을 고려해 충분한 의료서비스를 지원할 수 있는 시설·장비 등을 갖추고 노숙인 등에게 필요한 의료서비스를 제공합니다.더보기",노숙인 의료급여의 수급권자입니다. 제가 이용할 수 있는 의료기관이 정해져 있다고 들었습니다. 어떤 의료기관을 이용할 수 있나요?,노숙인 복지,노숙인진료시설의 이용,883,3020,"노숙인 의료급여의 수급권자입니다. 제가 이용할 수 있는 의료기관이 정해져 있다고 들었습니다. 어떤 의료기관을 이용할 수 있나요? / 노숙인 의료급여의 수급권자는 노숙인진료시설로 지정된 의료급여기관을 이용할 수 있습니다.◇ 노숙인진료시설이란?☞ 노숙인진료시설이란 노숙인 등에게 필요한 의료서비스를 제공하기 위해 국가와 지방자치단체가 설치·운영하는 시설이나 국공립병원, 보건소 또는 민간의료기관 중 노숙인진료시설로 지정한 기관을 말합니다.☞ 노숙인진료시설은 해당 지역 노숙인의 발생 실태, 노숙인의 건강 및 질병 상태 등을 고려해 충분한 의료서비스를 지원할 수 있는 시설·장비 등을 갖추고 노숙인 등에게 필요한 의료서비스를 제공합니다.더보기"
"노숙인일시보호시설, 노숙인자활시설 생활자 중 보건복지부장관이 의료급여가 필요하다고 인정하는 사람은 노숙인 의료급여를 받을 수 있습니다.◇ 노숙인 의료급여의 수급권자☞ 보건복지부장관은 다음의 요건을 모두 충족하는 노숙인 등이 의료급여가 필요하다고 인정합니다.· 노숙인일시보호시설, 노숙인자활시설 생활자 중 노숙인 등에 해당하는 기간이 지속적으로 3개월 이상 유지되었음이 확인될 것더보기",노숙인자활시설에서 생활하고 있습니다. 이런 경우에도 의료급여를 받을 수 있나요?,노숙인 복지,노숙인 의료급여,814,2714,"노숙인자활시설에서 생활하고 있습니다. 이런 경우에도 의료급여를 받을 수 있나요? / 노숙인일시보호시설, 노숙인자활시설 생활자 중 보건복지부장관이 의료급여가 필요하다고 인정하는 사람은 노숙인 의료급여를 받을 수 있습니다.◇ 노숙인 의료급여의 수급권자☞ 보건복지부장관은 다음의 요건을 모두 충족하는 노숙인 등이 의료급여가 필요하다고 인정합니다.· 노숙인일시보호시설, 노숙인자활시설 생활자 중 노숙인 등에 해당하는 기간이 지속적으로 3개월 이상 유지되었음이 확인될 것더보기"
"노숙인 입소시설이란 노숙인자활시설, 노숙인재활시설 및 노숙인요양시설을 말하며, 입소시설의 입소는 노숙인 등이 직접 입소시설에 요청하거나 시장·군수·구청장 및 경찰관서의 장이 입소 의뢰를 하면 입소하실 수 있습니다.◇ 입소기준☞ 노숙인 등이 노숙인입소시설에 들어갈 때에는 노숙인 등의 건강상태, 근로능력, 노숙인 등에게 필요한 서비스 등을 고려해 해당 노숙인 등에게 적합한 시설로 입소하도록 합니다.더보기","현재 쪽방에서 생활 중인데, 경제형편이 점점 힘들어져서 여기서 사는 것도 어려울 것 같습니다. 노숙인입소시설이 있다던데 어떻게 들어갈 수 있나요?",노숙인 복지,노숙인입소시설 입소,810,2763,"현재 쪽방에서 생활 중인데, 경제형편이 점점 힘들어져서 여기서 사는 것도 어려울 것 같습니다. 노숙인입소시설이 있다던데 어떻게 들어갈 수 있나요? / 노숙인 입소시설이란 노숙인자활시설, 노숙인재활시설 및 노숙인요양시설을 말하며, 입소시설의 입소는 노숙인 등이 직접 입소시설에 요청하거나 시장·군수·구청장 및 경찰관서의 장이 입소 의뢰를 하면 입소하실 수 있습니다.◇ 입소기준☞ 노숙인 등이 노숙인입소시설에 들어갈 때에는 노숙인 등의 건강상태, 근로능력, 노숙인 등에게 필요한 서비스 등을 고려해 해당 노숙인 등에게 적합한 시설로 입소하도록 합니다.더보기"
"노숙인 등은 성별·나이·직업, 건강 상태 및 본인의 의사 등에 따라 적절한 주거지원을 받을 수 있습니다. 주거지원은 노숙인복지시설, 사회복지시설 및 다른 법률에 따른 보호시설에 의한 보호, 임대주택의 공급, 임시주거비 지원 등의 방법으로 이루어집니다.◇ 주거지원의 내용☞ 노숙인 등은 적절한 주거생활을 위해 다음의 주거지원을 받을 수 있습니다.· 노숙인복지시설에 의한 보호더보기",현재 거주하고 있는 쪽방에서 나가야 할 처지입니다. 이곳을 나가면 노숙을 할 수밖에 없는데 도움을 받을 수 있을까요?,노숙인 복지,주거지원의 내용,869,2724,"현재 거주하고 있는 쪽방에서 나가야 할 처지입니다. 이곳을 나가면 노숙을 할 수밖에 없는데 도움을 받을 수 있을까요? / 노숙인 등은 성별·나이·직업, 건강 상태 및 본인의 의사 등에 따라 적절한 주거지원을 받을 수 있습니다. 주거지원은 노숙인복지시설, 사회복지시설 및 다른 법률에 따른 보호시설에 의한 보호, 임대주택의 공급, 임시주거비 지원 등의 방법으로 이루어집니다.◇ 주거지원의 내용☞ 노숙인 등은 적절한 주거생활을 위해 다음의 주거지원을 받을 수 있습니다.· 노숙인복지시설에 의한 보호더보기"
"거주불명 등록이 된 경우에는 거주지의 시장·군수·구청장에게 주민등록 재등록 및 전입신고를 통해 주민등록 재등록이 가능합니다.◇ 주민등록 재등록 절차☞ 주민등록이 말소되거나 거주불명으로 등록된 사람은 거주지의 시장·군수·구청장에게 주민등록 재등록 및 전입신고를 합니다.☞ 주민등록의 재등록 및 전입신고를 받은 시장·군수·구청장은 전산조직 등을 통해 본인 여부를 확인합니다. 본인 여부 확인을 할 수 없는 경우에는 관계 기관의 장에게 신고자에 대한 신원조회를 의뢰하거나 17세 이상의 동일 세대원, 배우자, 직계혈족 또는 형제자매의 확인을 받아 본인 여부를 확인합니다.더보기",사업실패로 일정한 주거가 없이 지내다 보니 거주불명 등록이 되었다고 합니다. 이런 경우 어떻게 해야 하나요?,노숙인 복지,주민등록 재등록,884,3135,"사업실패로 일정한 주거가 없이 지내다 보니 거주불명 등록이 되었다고 합니다. 이런 경우 어떻게 해야 하나요? / 거주불명 등록이 된 경우에는 거주지의 시장·군수·구청장에게 주민등록 재등록 및 전입신고를 통해 주민등록 재등록이 가능합니다.◇ 주민등록 재등록 절차☞ 주민등록이 말소되거나 거주불명으로 등록된 사람은 거주지의 시장·군수·구청장에게 주민등록 재등록 및 전입신고를 합니다.☞ 주민등록의 재등록 및 전입신고를 받은 시장·군수·구청장은 전산조직 등을 통해 본인 여부를 확인합니다. 본인 여부 확인을 할 수 없는 경우에는 관계 기관의 장에게 신고자에 대한 신원조회를 의뢰하거나 17세 이상의 동일 세대원, 배우자, 직계혈족 또는 형제자매의 확인을 받아 본인 여부를 확인합니다.더보기"
"네. 쪽방, 비닐하우스 또는 판자촌에서 거주하고 있는 사람, 상당한 기간 동안 일정한 주거 없이 생활하는 사람, 그리고 노숙인시설을 이용하는 사람 등이 노숙인 등에 해당하며, 「노숙인 등의 복지 및 자립지원에 관한 법률」에 따른 각종 지원을 받을 수 있습니다.◇ 노숙인 등의 개념☞ “노숙인 등”이란 다음 어느 하나에 해당하는 18세 이상의 사람을 말합니다.· 상당한 기간 동안 일정한 주거가 없이 생활하는 사람더보기",노숙인을 위한 법률이 있다고 들었습니다. 저는 지금 쪽방에 거주하고 있는데 저도 지원을 받을 수 있을까요?,노숙인 복지,노숙인의 의의,765,2657,"노숙인을 위한 법률이 있다고 들었습니다. 저는 지금 쪽방에 거주하고 있는데 저도 지원을 받을 수 있을까요? / 네. 쪽방, 비닐하우스 또는 판자촌에서 거주하고 있는 사람, 상당한 기간 동안 일정한 주거 없이 생활하는 사람, 그리고 노숙인시설을 이용하는 사람 등이 노숙인 등에 해당하며, 「노숙인 등의 복지 및 자립지원에 관한 법률」에 따른 각종 지원을 받을 수 있습니다.◇ 노숙인 등의 개념☞ “노숙인 등”이란 다음 어느 하나에 해당하는 18세 이상의 사람을 말합니다.· 상당한 기간 동안 일정한 주거가 없이 생활하는 사람더보기"
☞ 노인학대를 당하고 계시는군요. 노인학대는 가족 간의 일이라고 생각하여 방치하였다가 그 피해가 더 커지는 특징이 있습니다.   그러므로 노인학대를 당하거나 알게 된 때에는 즉시 중앙노인보호전문기관(☎1577-1389)이나 보건복지콜센터(☎129)에 신고해서 도움을 요청하세요.◇ 노인학대란?☞ 노인에 대하여 신체적·정신적·성적 폭력 및 경제적 착취 또는 가혹행위를 하거나 유기(遺棄) 또는 방임(放任)을 하는 것을 말합니다.더보기,"저는 관절염을 앓고 있어서 거동이 불편한 할머니입니다. 아들 부부와 함께 살고 있는데, 며느리는 제가 그렇게 싫은지 식사를 주지 않는 것은 물론이고, 돈도 안 벌면서 밥을 많이 먹는다고 구박하거나 병원비와 약값이 많이 든다며 눈치를 주네요. 너무 괴로워서 살 수가 없는데, 저는 어떻게 해야 하나요?",노인복지,노인학대 신고 및 처벌,1688,5612,"저는 관절염을 앓고 있어서 거동이 불편한 할머니입니다. 아들 부부와 함께 살고 있는데, 며느리는 제가 그렇게 싫은지 식사를 주지 않는 것은 물론이고, 돈도 안 벌면서 밥을 많이 먹는다고 구박하거나 병원비와 약값이 많이 든다며 눈치를 주네요. 너무 괴로워서 살 수가 없는데, 저는 어떻게 해야 하나요? / ☞ 노인학대를 당하고 계시는군요. 노인학대는 가족 간의 일이라고 생각하여 방치하였다가 그 피해가 더 커지는 특징이 있습니다.   그러므로 노인학대를 당하거나 알게 된 때에는 즉시 중앙노인보호전문기관(☎1577-1389)이나 보건복지콜센터(☎129)에 신고해서 도움을 요청하세요.◇ 노인학대란?☞ 노인에 대하여 신체적·정신적·성적 폭력 및 경제적 착취 또는 가혹행위를 하거나 유기(遺棄) 또는 방임(放任)을 하는 것을 말합니다.더보기"
"☞ 네. 치매의 위험이 높은 60세 이상의 노인은 치매검진사업에 따라 실시되는 검진을 받아 치매를 조기에 발견하고 관리할 수 있습니다.치매검진 대상자는 ① 국민건강보험가입자 및 피부양자, ② 의료급여 수급권자로서, 60세 이상 모든 노인을 대상으로 하되 저소득층에 우선권을 부여하고 있습니다.◇ 치매란?더보기","요즘들어 저희 시아버지께서 손자 이름을 다르게 부르시고, 집을 못 찾아오셔서 저희 가족들이 찾으러 나가는 일이 자주 생기고 있어요. 혹시 치매가 아닌지 걱정이 되는데, 정확한 진단을 받고 치료를 받을 수 있을까요?",노인복지,치매조기검진,1716,5325,"요즘들어 저희 시아버지께서 손자 이름을 다르게 부르시고, 집을 못 찾아오셔서 저희 가족들이 찾으러 나가는 일이 자주 생기고 있어요. 혹시 치매가 아닌지 걱정이 되는데, 정확한 진단을 받고 치료를 받을 수 있을까요? / ☞ 네. 치매의 위험이 높은 60세 이상의 노인은 치매검진사업에 따라 실시되는 검진을 받아 치매를 조기에 발견하고 관리할 수 있습니다.치매검진 대상자는 ① 국민건강보험가입자 및 피부양자, ② 의료급여 수급권자로서, 60세 이상 모든 노인을 대상으로 하되 저소득층에 우선권을 부여하고 있습니다.◇ 치매란?더보기"
"☞ 네. 주민등록상 동거자 유무에 상관없이 실제 혼자 살고 있는 65세 이상의 노인은 정기적인 안전확인, 보건·복지서비스 연계 및 조정, 생활교육, 단기 가사·활동지원 서비스 등을 제공하는 노인돌봄기본서비스를 무료로 이용할 수 있습니다.◇ 노인돌봄기본서비스란?☞ “노인돌봄기본서비스”란 홀로 살고 있는 65세 이상의 노인에게 정기적인 안전확인, 보건·복지서비스 연계 및 조정, 생활교육 등을 제공하여 독거노인에 대한 종합적인 사회안전망을 구축하기 위한 서비스를 말합니다.더보기",저는 혼자 외롭게 살고 있는 70세의 할아버지입니다. 형편이 어려워 끼니를 제때 챙기지도 못하고 겨울에는 난방도 제대로 하지 못하고 있어요. 게다가 살고 있는 곳이 너무 외져서 갑자기 몸이라도 아프면 어떻게 해야 되나 눈앞이 깜깜합니다. 저처럼 어렵게 살고 있는 독거노인을 도와주는 제도가 있으면 알려주세요.,노인복지,노인돌봄기본서비스,1592,5394,"저는 혼자 외롭게 살고 있는 70세의 할아버지입니다. 형편이 어려워 끼니를 제때 챙기지도 못하고 겨울에는 난방도 제대로 하지 못하고 있어요. 게다가 살고 있는 곳이 너무 외져서 갑자기 몸이라도 아프면 어떻게 해야 되나 눈앞이 깜깜합니다. 저처럼 어렵게 살고 있는 독거노인을 도와주는 제도가 있으면 알려주세요. / ☞ 네. 주민등록상 동거자 유무에 상관없이 실제 혼자 살고 있는 65세 이상의 노인은 정기적인 안전확인, 보건·복지서비스 연계 및 조정, 생활교육, 단기 가사·활동지원 서비스 등을 제공하는 노인돌봄기본서비스를 무료로 이용할 수 있습니다.◇ 노인돌봄기본서비스란?☞ “노인돌봄기본서비스”란 홀로 살고 있는 65세 이상의 노인에게 정기적인 안전확인, 보건·복지서비스 연계 및 조정, 생활교육 등을 제공하여 독거노인에 대한 종합적인 사회안전망을 구축하기 위한 서비스를 말합니다.더보기"
☞ 네. 노인주거복지시설에는 생활이 어렵지 않더라도 입소자가 전부 입소비용을 부담하고 들어갈 수 있는 노인공동생활가정이나 노인복지주택이 있습니다.◇ 노인주거복지시설의 종류☞ 노인주거복지시설의 종류는 다음과 같습니다.· 양로시설 : 노인을 입소시켜 급식과 그 밖에 일상생활에 필요한 편의를 제공함을 목적으로 하는 시설더보기,"저희 부부는 자식들을 전부 결혼시키고 단둘이 사는데요. 둘이 살기에는 지금 살고 있는 집도 좋지만, 조금 더 편리한 시설이 갖춰진 곳에서 같은 또래의 노인들과 함께 모여 살면서 편안한 노후를 보내고 싶어요. 저희 부부처럼 생활이 어렵지 않더라도 복지시설에 들어가서 생활할 수 있을까요?",노인복지,노인주거복지시설의 입소,1676,6870,"저희 부부는 자식들을 전부 결혼시키고 단둘이 사는데요. 둘이 살기에는 지금 살고 있는 집도 좋지만, 조금 더 편리한 시설이 갖춰진 곳에서 같은 또래의 노인들과 함께 모여 살면서 편안한 노후를 보내고 싶어요. 저희 부부처럼 생활이 어렵지 않더라도 복지시설에 들어가서 생활할 수 있을까요? / ☞ 네. 노인주거복지시설에는 생활이 어렵지 않더라도 입소자가 전부 입소비용을 부담하고 들어갈 수 있는 노인공동생활가정이나 노인복지주택이 있습니다.◇ 노인주거복지시설의 종류☞ 노인주거복지시설의 종류는 다음과 같습니다.· 양로시설 : 노인을 입소시켜 급식과 그 밖에 일상생활에 필요한 편의를 제공함을 목적으로 하는 시설더보기"
"☞ 네. 노인일자리사업에 참여해보세요.    65세 이상의 노인은 정부에서 시행하고 있는 노인일자리사업에 참여하여 소득창출 및 사회참여의 기회를 제공받을 수 있습니다. 노인일자리사업에 참여하여 일자리도 얻고, 일정한 금액의 급여를 받을 수 있습니다.   노인일자리사업에 참여하고 싶으세요? 가까운 시·구청 또는 한국노인인력개발원, 시니어클럽, 대한노인회 등을 통해 관련 정보를 얻을 수 있습니다.◇ 노인일자리사업의 유형더보기","저는 정년퇴직을 하고 노후생활을 즐기고 있는 68세 할아버지입니다. 얼마 전, 동네에 있는 산으로 운동을 다녀왔는데, 그 곳에서 할머니, 할아버지들이 숲생태 해설가로 일하고 계시는 것을 보았어요. 노인들이 다시 일을 할 수 있다는 모습을 보니 저도 일하고 싶다는 의욕이 생기더군요. 어떻게 하면 저도 일자리를 구할 수 있을까요?",노인복지,노인일자리사업,1784,6023,"저는 정년퇴직을 하고 노후생활을 즐기고 있는 68세 할아버지입니다. 얼마 전, 동네에 있는 산으로 운동을 다녀왔는데, 그 곳에서 할머니, 할아버지들이 숲생태 해설가로 일하고 계시는 것을 보았어요. 노인들이 다시 일을 할 수 있다는 모습을 보니 저도 일하고 싶다는 의욕이 생기더군요. 어떻게 하면 저도 일자리를 구할 수 있을까요? / ☞ 네. 노인일자리사업에 참여해보세요.    65세 이상의 노인은 정부에서 시행하고 있는 노인일자리사업에 참여하여 소득창출 및 사회참여의 기회를 제공받을 수 있습니다. 노인일자리사업에 참여하여 일자리도 얻고, 일정한 금액의 급여를 받을 수 있습니다.   노인일자리사업에 참여하고 싶으세요? 가까운 시·구청 또는 한국노인인력개발원, 시니어클럽, 대한노인회 등을 통해 관련 정보를 얻을 수 있습니다.◇ 노인일자리사업의 유형더보기"
"☞ 네. 기초연금과 기초생활보장 급여는 함께 받을 수 있습니다. 기초생활보장제도는 전 국민을 대상으로 하고 기초노령연금은 65세 이상의 노인을 대상으로 한다는 것이 다를 뿐입니다. 다만, 기초연금을 받게 되면 해당 연금액이 소득으로 산정되어 기초생활보장 급여에 영향을 미칠 수도 있습니다.◇ 기초생활수급자란?☞ “수급권자”란 「국민기초생활 보장법」에 따라 급여를 받을 수 있는 자격을 가진 사람을 말합니다.더보기","아내와 사별 후, 혼자 어렵게 살고 있는 70세 할아버지입니다. 요즘에는 아픈 곳이 많아져서 더 이상 일도 할 수 없고 점점 생활하는 것이 힘들어집니다. 그래서 자격만 된다면 기초생활보장제도의 도움을 받고 싶은데요. 기초연금을 받고 있는 사람도 기초생활수급자가 될 수 있나요?",노인복지,기초생활수급과 기초연금의 동시 수급,1857,6907,"아내와 사별 후, 혼자 어렵게 살고 있는 70세 할아버지입니다. 요즘에는 아픈 곳이 많아져서 더 이상 일도 할 수 없고 점점 생활하는 것이 힘들어집니다. 그래서 자격만 된다면 기초생활보장제도의 도움을 받고 싶은데요. 기초연금을 받고 있는 사람도 기초생활수급자가 될 수 있나요? / ☞ 네. 기초연금과 기초생활보장 급여는 함께 받을 수 있습니다. 기초생활보장제도는 전 국민을 대상으로 하고 기초노령연금은 65세 이상의 노인을 대상으로 한다는 것이 다를 뿐입니다. 다만, 기초연금을 받게 되면 해당 연금액이 소득으로 산정되어 기초생활보장 급여에 영향을 미칠 수도 있습니다.◇ 기초생활수급자란?☞ “수급권자”란 「국민기초생활 보장법」에 따라 급여를 받을 수 있는 자격을 가진 사람을 말합니다.더보기"
"☞ 장기요양급여를 받으려면 장기요양인정을 신청하여 장기요양등급을 받아야만 장기요양급여를 받을 수 있는 자격이 생기게 됩니다. 이때, 장기요양등급은 노인의 전반적인 심신의 기능상태(신체기능, 인지 및 행동변화 영역, 간호처치영역, 재활영역)를 기준으로 ‘요양이 필요한 정도’에 의해 등급을 판정하게 됩니다.   따라서 겉으로 보기에는 비슷한 건강상태일지라도 객관적인 자료를 근거로 장기요양등급이 다르게 판정되어 장기요양급여를 받지 못하는 경우가 생기기도 합니다.◇ 장기요양인정 신청자격더보기",저희 남편은 치매로 3년이 넘게 병원에 다니고 있어요. 그런데 옆집에 살고 있는 할머니는 저희 남편과 비슷한 상태인데도 불구하고 장기요양급여를 받고 있더라고요. 건강상태가 비슷한데도 저희 남편은 왜 장기요양급여를 받지 못하는지 이해할 수 없네요.,노인복지,장기요양등급 판정,2076,6418,"저희 남편은 치매로 3년이 넘게 병원에 다니고 있어요. 그런데 옆집에 살고 있는 할머니는 저희 남편과 비슷한 상태인데도 불구하고 장기요양급여를 받고 있더라고요. 건강상태가 비슷한데도 저희 남편은 왜 장기요양급여를 받지 못하는지 이해할 수 없네요. / ☞ 장기요양급여를 받으려면 장기요양인정을 신청하여 장기요양등급을 받아야만 장기요양급여를 받을 수 있는 자격이 생기게 됩니다. 이때, 장기요양등급은 노인의 전반적인 심신의 기능상태(신체기능, 인지 및 행동변화 영역, 간호처치영역, 재활영역)를 기준으로 ‘요양이 필요한 정도’에 의해 등급을 판정하게 됩니다.   따라서 겉으로 보기에는 비슷한 건강상태일지라도 객관적인 자료를 근거로 장기요양등급이 다르게 판정되어 장기요양급여를 받지 못하는 경우가 생기기도 합니다.◇ 장기요양인정 신청자격더보기"
"☞ 네. 노인장기요양보험제도를 통해 방문목욕 서비스를 제공하는 재가급여를 받을 수 있습니다. 장기요양인정 신청을 하여 장기요양등급을 받은 후, 방문목욕 서비스를 받아보세요.◇ 장기요양급여란?☞ 고령이나 노인성 질병 등의 사유로 6개월 이상 동안 혼자서 일상생활을 수행하기 어렵다고 인정되는 노인 등에게 신체활동·가사활동의 지원 또는 간병 등의 서비스나 이에 갈음하여 지급하는 현금 등을 말합니다.더보기","몇 년 전에 중풍에 걸려 지금은 오른쪽 손발을 자유롭게 사용할 수 없는 상태예요. 혼자 일상적인 생활을 하는 것도 불편하지만 특히, 목욕하는 것이 가장 힘들어요. 시설에 도움을 받고 싶은데 지원받을 수 있는 방법이 있을까요?",노인복지,방문목욕서비스 비용 지원,1856,5806,"몇 년 전에 중풍에 걸려 지금은 오른쪽 손발을 자유롭게 사용할 수 없는 상태예요. 혼자 일상적인 생활을 하는 것도 불편하지만 특히, 목욕하는 것이 가장 힘들어요. 시설에 도움을 받고 싶은데 지원받을 수 있는 방법이 있을까요? / ☞ 네. 노인장기요양보험제도를 통해 방문목욕 서비스를 제공하는 재가급여를 받을 수 있습니다. 장기요양인정 신청을 하여 장기요양등급을 받은 후, 방문목욕 서비스를 받아보세요.◇ 장기요양급여란?☞ 고령이나 노인성 질병 등의 사유로 6개월 이상 동안 혼자서 일상생활을 수행하기 어렵다고 인정되는 노인 등에게 신체활동·가사활동의 지원 또는 간병 등의 서비스나 이에 갈음하여 지급하는 현금 등을 말합니다.더보기"
